,close,high,low,p_change,open,pre_close,volume,date,date_week,key,atr21,atr14
2018-05-30,291.72,295.005,281.6,2.805,283.29,283.76,7489686,20180530,2,298,11.86055182098756,11.240445208043354
2018-05-31,284.73,290.37,282.93,-2.396,287.21,291.72,5919721,20180531,3,299,11.4586834736249,10.73371918030424
2018-06-01,291.82,291.95,283.839,2.49,285.86,284.73,5424386,20180601,4,300,11.154348612386165,10.384023289597007
2018-06-04,296.74,299.0,293.548,1.686,294.34,291.82,4797810,20180604,0,301,11.437589647623874,10.902153517650737
2018-06-05,291.09,297.68,286.8,-1.9040000000000001,297.61,296.74,251916,20180605,1,302,11.386899679658052,10.899199715297305
2018-06-06,319.5,322.17,297.48,9.76,300.5,291.09,18767269,20180606,2,303,12.663545163325837,12.836639753257666
2018-06-07,316.09,330.0,313.58,-1.067,316.15,319.5,14345271,20180607,3,304,15.04958651211496,16.31308778615664
2018-06-08,317.66,324.48,317.15,0.49700000000000005,319.0,316.09,8205202,20180608,4,305,14.347805920104362,15.115342748002426
2018-06-11,332.1,334.66,322.5,4.546,322.51,317.66,13183473,20180611,0,306,14.731641745549494,15.575963714935435
2018-06-12,342.77,354.97,338.0,3.213,344.7,332.1,22347403,20180612,1,307,16.784219768681716,18.473835219610695
2018-06-13,344.78,347.2,339.8,0.586,346.70599999999996,342.77,9469804,20180613,2,308,16.631108880619713,18.023990523662597
2018-06-14,357.58,358.64,346.63,3.713,348.0,344.78,470988,20180614,3,309,16.561917164199713,17.73679178717423
2018-06-15,358.17,364.67,351.25,0.165,353.84,357.58,10848254,20180615,4,310,16.864470149272503,18.02388621555099
2018-06-18,370.83,373.73,354.5,3.535,355.4,358.17,12073226,20180618,0,311,17.079518317520485,18.18470138681086
2018-06-19,352.55,370.0,346.25,-4.928999999999999,365.16,370.83,12761903,20180619,1,312,17.68592574320051,18.926741201902747
2018-06-20,362.22,364.38,352.0,2.7430000000000003,358.04,352.55,8383656,20180620,2,313,17.78993249381866,18.913842374982387
2018-06-21,347.0,366.0,346.36,-4.202,361.81,362.22,314360,20180621,3,314,17.95812044892607,19.010663391651402
2018-06-22,333.63,352.25,332.0,-3.853,351.54,347.0,10266059,20180622,4,315,19.072836771751074,20.50524160609789
2018-06-25,333.01,338.47,327.5,-0.18600000000000003,330.12,333.63,6931304,20180625,0,316,19.111669792500983,20.37120939195151
2018-06-26,342.0,343.55,325.79900000000004,2.7,336.05,333.01,7452487,20180626,1,317,18.987972538637244,20.021848139691304
2018-06-27,344.5,350.79,339.5,0.731,345.0,342.0,8333727,20180627,2,318,18.87815685330657,19.72293505439912
2018-06-28,349.93,357.02,346.11,1.5759999999999998,348.66,344.5,8398005,20180628,3,319,18.52741532118776,19.095877047145883
2018-06-29,342.95,353.86,342.41,-1.995,353.33,349.93,6492396,20180629,4,320,17.884013928352473,18.076426774193095
2018-07-02,335.07,364.78,329.85,-2.298,360.07,342.95,18759765,20180702,0,321,19.433649025775047,20.323569870967344
2018-07-03,310.5,332.16,310.0,-7.332999999999999,331.72,335.07,432958,20180703,1,322,20.6624082052501,22.007093888171706
2018-07-05,309.16,314.39,296.22,-0.43200000000000005,313.76,310.5,17476374,20180705,3,323,22.315825641136513,24.25281470308214
2018-07-06,308.9,312.07,302.0,-0.084,304.95,309.16,8865451,20180706,4,324,21.20256876466952,22.36177274267119
2018-07-09,318.51,318.52,308.0,3.111,311.99,308.9,7596753,20180709,0,325,20.23142614969953,20.78286971031503
2018-07-10,322.47,327.677,319.2,1.2429999999999999,324.56,318.51,9471498,20180710,1,326,20.099205590635936,20.515420415606364
2018-07-11,318.96,321.94,315.07,-1.088,315.8,322.47,4884076,20180711,2,327,18.896550536941728,18.696031026858847
2018-07-12,316.71,323.23,312.77,-0.705,321.43,318.96,5721166,20180712,3,328,18.129591397219738,17.597893556611005
2018-07-13,318.87,319.585,309.25,0.682,315.58,316.71,5875770,20180713,4,329,17.420992179290653,16.62950774906287
2018-07-16,310.1,315.16,306.25,-2.75,311.71,318.87,7818655,20180716,0,330,16.78817470844604,15.806906715854494
2018-07-17,322.69,324.74,308.5,4.06,308.81,310.1,6996232,20180717,1,331,16.738340644041855,15.864652487073895
2018-07-18,323.85,325.5,316.25,0.359,325.0,322.69,5624211,20180718,2,332,16.616673312765315,15.802698822130699
2018-07-19,320.23,323.54,314.01,-1.1179999999999999,316.33,323.85,5915345,20180719,3,333,15.972430284332097,14.966338979179943
2018-07-20,313.58,323.24,311.709,-2.077,321.23,320.23,5166547,20180720,4,334,15.624118440301908,14.589627115289295
2018-07-23,303.2,305.5,292.86,-3.31,301.84,313.58,10992947,20180723,0,335,16.691925854819935,16.293676833250732
2018-07-24,297.43,307.717,292.545,-1.903,304.42,303.2,9590784,20180724,1,336,17.08675077710904,16.925853255483972
2018-07-25,308.74,309.62,294.5,3.803,296.74,297.43,7094180,20180725,2,337,16.907955251917308,16.685072821419443
2018-07-26,306.65,310.7,303.64,-0.677,304.85,308.74,4630522,20180726,3,338,16.577232047197548,16.229729778563513
2018-07-27,297.18,307.69,295.34,-3.088,307.25,306.65,5703326,20180727,4,339,16.28839277017959,15.85243247475505
2018-07-30,290.17,296.1,286.13,-2.359,295.9,297.18,6814072,20180730,0,340,16.673084336526905,16.474774811454374
2018-07-31,298.14,298.32,289.07,2.747,292.25,290.17,5076916,20180731,1,341,15.998258487751729,15.511471503260458
2018-08-01,300.84,303.0,293.0,0.9059999999999999,297.99,298.14,10129430,20180801,2,342,15.710234988865201,15.153941969492386
2018-08-02,349.54,349.99,323.16,16.188,328.44,300.84,23214962,20180802,3,343,18.995668171695655,20.046749706893397
2018-08-03,348.17,355.0,342.53,-0.392,347.81,349.54,13656486,20180803,4,344,22.192425610632426,24.59518307930761
2018-08-06,341.99,354.98,341.82,-1.775,345.46,348.17,8564331,20180806,0,345,21.37129600966584,23.0704920020666
2018-08-07,379.57,387.46,339.15,10.989,343.84,341.99,30875768,20180807,1,346,23.82026909969623,26.435759735124385
2018-08-08,370.34,382.64,367.12,-2.432,369.09,379.57,24571163,20180808,2,347,25.35024463608748,28.330991770441123
2018-08-09,352.45,367.01,345.73,-4.831,365.55,370.34,17183811,20180809,3,348,26.122040578261345,29.065526201048968
2018-08-10,355.49,360.0,346.0,0.863,354.0,352.45,11552044,20180810,4,349,25.960036889328496,28.43545604090911
2018-08-13,356.41,363.19,349.02,0.259,361.13,355.49,10463881,20180813,0,350,24.888215353934992,26.533395235454563
2018-08-14,347.64,359.199,347.1,-2.461,358.45,356.41,6986427,20180814,1,351,23.72555941266817,24.60880920406062
2018-08-15,338.69,344.49,332.14,-2.575,341.906,347.64,9101258,20180815,2,352,23.775054011516527,24.563634643519215
2018-08-16,335.45,342.28,333.82,-0.9570000000000001,339.91,338.69,6064033,20180816,3,353,22.87004910137866,23.131150024383327
2018-08-17,305.5,326.77,303.53,-8.927999999999999,323.5,335.45,18958612,20180817,4,354,23.9873173648897,24.734996687798894
2018-08-20,308.44,308.5,288.2,0.9620000000000001,291.7,305.5,17402335,20180820,0,355,26.102106695354284,27.736997129425706
2018-08-21,321.9,324.79,309.0,4.364,310.61,308.44,13172230,20180821,1,356,25.482824268503894,26.610730845502278
2018-08-22,321.64,323.88,314.67,-0.081,320.87,321.9,5945955,20180822,2,357,24.569840244094447,25.121300066101973
2018-08-23,320.1,327.32,318.1,-0.479,319.14,321.64,5147286,20180823,3,358,23.174400221904037,23.001126723955043
2018-08-24,322.82,323.85,319.4,0.85,320.7,320.1,3602564,20180824,4,359,21.472182019912765,20.527643160761045
2018-08-27,319.27,322.435,308.81,-1.1,318.0,322.82,13079288,20180827,0,360,20.75880183628433,19.60729073932624
2018-08-28,311.86,318.88,311.19,-2.3209999999999997,318.41,319.27,7649091,20180828,1,361,19.928910760258486,18.543651974082746
2018-08-29,305.01,311.85,303.69,-2.1959999999999997,310.27,311.86,7447392,20180829,2,362,19.53355523659862,18.14849837753838
2018-08-30,303.15,304.6,297.72,-0.61,302.26,305.01,7216706,20180830,3,363,19.043232033271472,17.614031927199928
2018-08-31,301.66,305.308,298.6,-0.49200000000000005,302.0,303.15,5375104,20180831,4,364,17.92184730297406,16.1598943369066
2018-09-04,288.95,298.19,288.0,-4.213,296.94,301.66,8350469,20180904,1,365,17.669861184521874,16.025241758652392
2018-09-05,280.74,286.78,277.18,-2.841,285.05,288.95,7720821,20180905,2,366,18.28896471320171,17.152542857498748
2018-09-06,280.95,291.17,278.88,0.075,284.8,280.74,7480760,20180906,3,367,17.74360428472883,16.50420380983225
2018-09-07,263.24,268.35,252.255,-6.303999999999999,260.1,280.95,22491931,20180907,4,368,18.72009480429894,18.10164330185463
2018-09-10,285.5,286.03,271.0,8.456,273.26,263.24,14283528,20180910,0,369,18.384631640271763,17.692090861607344
2018-09-11,279.44,282.0,273.55,-2.123,279.47,285.5,9169989,20180911,1,370,18.41875603661069,17.834478746726365
2018-09-12,290.54,292.5,278.64599999999996,3.972,281.44,279.44,10015427,20180912,2,371,18.00377821510063,17.303748247162854
2018-09-13,289.46,295.0,285.18,-0.37200000000000005,288.02,290.54,6340336,20180913,3,372,17.781616559182392,17.071248480874473
2018-09-14,295.2,297.32599999999996,286.52,1.983,288.76,289.46,6765612,20180914,4,373,17.14746959925672,16.235882016757873
2018-09-17,294.84,300.87,288.13,-0.122,290.04,295.2,6887577,20180917,0,374,16.746790544778836,15.769764414523491
2018-09-18,284.96,302.64,275.5,-3.3510000000000004,296.69,294.84,16547522,20180918,1,375,17.69162776798076,17.285795825920356
2018-09-19,299.02,300.0,280.5,4.934,280.51,284.96,8294917,20180919,2,376,17.85602524361887,17.581023049130977
2018-09-20,298.33,305.98,293.33,-0.231,303.56,299.02,7349422,20180920,3,377,18.14365931238079,18.039553309246845
2018-09-21,299.1,300.58,295.37,0.258,297.7,298.33,5050478,20180921,4,378,16.967872102164353,16.32894620134726
2018-09-24,299.68,302.999,293.58,0.19399999999999998,298.48,299.1,4842961,20180924,0,379,16.281611001967597,15.40762004116763
2018-09-25,300.99,304.6,296.5,0.43700000000000006,300.0,299.68,4481729,20180925,1,380,15.537828183606907,14.433270702345283
2018-09-26,309.58,313.89,301.10900000000004,2.8539999999999996,301.91,300.99,7843216,20180926,2,381,15.417116530551727,14.403501275365901
2018-09-27,307.52,314.96,306.91,-0.665,312.9,309.58,8509084,20180927,3,382,15.28556048231975,14.345701105317112
2018-09-28,264.77,278.0,260.555,-13.902000000000001,270.26,307.52,33649694,20180928,4,383,18.352782256654326,18.96960762460817
2018-10-01,310.7,311.44,301.05,17.347,305.77,264.77,21777597,20181001,0,384,17.62889296059484,17.82565994132708
2018-10-02,301.02,316.84,299.15,-3.116,313.95,310.7,11743511,20181002,1,385,20.759902691449856,22.391571949150133
2018-10-03,294.8,304.6,291.57,-2.066,303.33,301.02,7994988,20181003,2,386,20.611729719499873,21.956695689263455
2018-10-04,281.83,294.0,277.67,-4.4,293.95,294.8,9814212,20181004,3,387,20.86066338136352,22.142469597361657
2018-10-05,261.95,274.88,260.0,-7.053999999999999,274.65,281.83,17944537,20181005,4,388,22.127875801239572,23.830140317713443
2018-10-08,250.56,267.76,249.0,-4.348,264.52,261.95,13472653,20181008,0,389,23.10079618294507,25.03012160868499
2018-10-09,262.8,266.77,253.3,4.885,255.25,250.56,12060574,20181009,1,390,22.225269257222788,23.48877206086032
2018-10-10,256.88,265.51,247.77,-2.253,264.61,262.8,12815278,20181010,2,391,21.81751750656617,22.722269119412275
2018-10-11,252.23,262.25,249.03,-1.81,257.53,256.88,8167738,20181011,3,392,21.08592500596925,21.528633236823982
2018-10-12,258.78,261.99,252.01,2.597,261.0,252.23,7201404,20181012,4,393,20.076295459972048,19.98881547191412
2018-10-15,259.59,263.28,254.537,0.313,259.06,258.78,6199965,20181015,0,394,19.255723145429126,18.796973408992226
2018-10-16,276.59,277.375,262.24,6.5489999999999995,265.7,259.59,9526401,20181016,1,395,19.19565740493557,18.770043621126604
2018-10-17,271.89,281.68,266.18,-1.699,281.62,276.59,327880,20181017,2,396,19.458779459032332,19.21270447164305
2018-10-18,263.91,271.0,263.0,-2.935,269.29,271.89,5421184,20181018,3,397,18.92525405366576,18.463010542090647
2018-10-19,260.0,269.66,253.5,-1.482,267.39,263.91,9375549,20181019,4,398,18.8765945942416,18.45327580314522
2018-10-22,260.95,261.86,252.59,0.365,260.68,260.0,5600260,20181022,0,399,18.18963144931055,17.50217236272587
2018-10-23,294.14,297.93,262.1,12.719000000000001,263.87,260.95,19027753,20181023,1,400,19.98421040846414,20.22588271436242
2018-10-24,288.5,304.44,285.73,-1.9169999999999998,301.05,294.14,20058258,20181024,2,401,22.121100371331035,23.32776501911409
2018-10-25,309.29,320.99,301.01,7.206,317.6,288.5,774998,20181025,3,402,22.551000337573665,23.79739634989887
2018-10-26,330.9,339.9,306.65,6.987,308.25,309.29,27425520,20181026,4,403,25.173636670521514,27.477743503245687
2018-10-29,334.85,347.16,326.5,1.194,337.47,330.9,14486027,20181029,0,404,26.32785151865592,28.863377702812922
2018-10-30,329.9,337.9,322.26,-1.4780000000000002,328.39,334.85,9126704,20181030,1,405,25.356228653323562,27.1002606757712
2018-10-31,337.32,342.0,329.1,2.249,332.54,329.9,7624348,20181031,2,406,24.223844230294144,25.20689258566837
2018-11-01,344.28,347.84,334.725,2.063,338.26,337.32,8000132,20181101,3,407,23.652585663903753,24.237973574245903
2018-11-02,346.41,349.2,340.91,0.619,343.74,344.28,7807971,20181102,4,408,22.582350603548853,22.590243764346436
2018-11-05,346.41,349.2,340.91,0.0,343.74,346.41,7807971,20181105,0,409,21.283046003226225,20.683544595766904
2018-11-06,341.4,343.955,330.14,-1.446,340.5,346.41,7831048,20181106,1,410,20.82731454838749,20.095071982998004
2018-11-07,347.98,351.04,341.6,1.9269999999999998,342.925,341.4,349500,20181107,2,411,19.79210413489772,18.67439571859827
2018-11-08,348.16,351.18,340.8,0.052000000000000005,343.34,347.98,7374522,20181108,3,412,18.936458304452472,17.56847628945183
2018-11-09,350.51,354.0,345.23,0.675,349.0,348.16,5098846,20181109,4,413,18.01223482222952,16.395346117524916
2018-11-12,331.28,349.78,330.34,-5.486000000000001,348.37,350.51,6941523,20181112,0,414,18.14203165657229,16.801299968521594
2018-11-13,338.73,344.7,332.2,2.249,333.16,331.28,5448597,20181113,1,415,18.157301505974818,17.002459972718732
2018-11-14,344.25,347.0,337.16,1.63,342.97,338.73,203499,20181114,2,416,17.93572864179528,16.831465309689555
2018-11-15,348.44,348.58,339.04,1.217,342.33,344.25,4625719,20181115,3,417,17.200662401632062,15.900603268397601
2018-11-16,354.31,355.7,345.12,1.685,345.19,348.44,7206191,20181116,4,418,16.67787491057459,15.307189499277905
2018-11-19,358.88,360.93,356.59,1.29,356.65,354.31,24366,20181119,0,419,16.297159009613253,14.931564232707505
2018-11-20,347.17,349.42,333.65,-3.263,342.85,358.88,347350,20181120,1,420,16.69378091783024,15.695355668346515
2018-11-21,338.19,353.1,337.4,-2.5869999999999997,352.0,347.17,4678085,20181121,2,421,17.128891743482043,16.466641579233656
2018-11-23,325.83,337.5,325.55,-3.655,334.345,338.19,4202642,20181123,4,422,17.537174312256404,17.153756035335835
2018-11-26,346.0,346.22,325.0,6.19,325.0,325.83,7992141,20181126,0,423,17.871976647505825,17.69592189729106
2018-11-27,343.92,346.96,335.5,-0.601,340.05,346.0,6358300,20181127,1,424,18.16816058864166,18.15379897765225
2018-11-28,347.87,348.28,342.21,1.149,345.99,343.92,4127578,20181128,2,425,17.06832780785605,16.54262578063195
2018-11-29,347.87,348.28,342.21,0.0,345.99,347.87,4127578,20181129,3,426,16.06847982532368,15.146275676547688
2018-11-30,350.48,351.6,338.265,0.75,341.83,347.87,5628895,20181130,4,427,15.819981659385167,14.904772253008002
2018-12-03,350.48,351.6,338.265,0.0,341.83,350.48,5628895,20181203,0,428,15.5940742358047,14.695469285940273
2018-12-04,359.7,368.68,352.0,2.6310000000000002,356.05,350.48,8431116,20181204,1,429,15.830976578004261,15.162740047814886
2018-12-06,363.06,367.38,350.76,0.934,356.01,359.7,7842508,20181206,3,430,15.928160525458408,15.394374708106216
2018-12-07,357.965,379.49,357.65,-1.403,369.0,363.06,11511177,20181207,4,431,16.465600477689463,16.25379141369206
2018-12-10,365.15,365.98,353.12,2.0069999999999997,360.0,357.965,6613455,20181210,0,432,16.137818616081333,15.801285891866454
2018-12-11,366.76,372.16900000000004,360.23,0.441,369.91,365.15,6308769,20181211,1,433,15.962016923710298,15.588314439617587
2018-12-12,366.6,371.91,365.16,-0.044000000000000004,369.42,366.76,5027048,20181212,2,434,15.125469930645718,14.411205847668565
2018-12-13,376.79,377.44,366.75,2.78,370.15,366.6,7365854,20181213,3,435,14.722245391496106,13.915045067979422
2018-12-14,365.71,377.87,364.33,-2.9410000000000003,375.0,376.79,6337555,20181214,4,436,14.614768537723736,13.865039058915501
2018-12-17,348.42,365.7,343.88,-4.728,362.0,365.71,7674008,20181217,0,437,16.277971397930678,16.404367184393447
2018-12-18,337.03,351.55,333.69,-3.2689999999999997,350.54,348.42,7099999,20181218,1,438,17.70906490720971,18.48645155980766
2018-12-19,332.97,347.01,329.74,-1.205,337.6,337.03,8274181,20181219,2,439,17.79733173382701,18.51225801849997
2018-12-20,315.38,330.29,311.869,-5.2829999999999995,327.05,332.97,9071858,20181220,3,440,18.466756121660914,19.398756949366636
2018-12-21,319.77,323.47,312.44,1.392,317.4,315.38,8016801,20181221,4,441,18.654323746964465,19.549589356117746
2018-12-24,295.39,314.5,295.195,-7.624,313.5,319.77,5559913,20181224,0,442,18.79347613360406,19.634310775302048
2018-12-26,326.09,326.97,294.09,10.392999999999999,300.0,295.39,8163138,20181226,2,443,20.074069212367334,21.40040267192845
2018-12-27,326.09,326.97,294.09,0.0,300.0,326.09,8163138,20181227,3,444,21.238244738515764,22.931015649004664
2018-12-28,326.09,326.97,294.09,0.0,300.0,326.09,8163138,20181228,4,445,22.29658612592343,24.257546895804047
2018-12-31,326.09,326.97,294.09,0.0,300.0,326.09,8163138,20181231,0,446,23.258714659930394,25.407207309696847
